index,question_id,ground_truth,error_message,q1,q2,outputs,question,schema
112,8,N,"3-th tuple in answer should be <American Pale Ale|1.25|3.0> instead of <American Pale Ale|1.25|2.8333333333333335>
(there may be other errors too)
your output >>>>>
--------------------
<471 Extra ESB|0.25|2.375>
... ommitted ...
--------------------","SELECT beer, MAX(price) - MIN(price) AS price_gap, AVG(price) AS avg_price FROM serves WHERE beer IN (SELECT s.beer FROM serves s, frequents f WHERE s.bar = f.bar AND f.drinker LIKE 'B%' GROUP BY s.beer HAVING COUNT(DISTINCT s.bar) >= 2) GROUP BY beer ORDER BY beer;","WITH bars_frequented_by_b_drinkers AS (
    SELECT DISTINCT f.bar
    FROM frequents f
    JOIN drinker d ON f.drinker = d.name
    WHERE d.name LIKE 'B%'
),
beers_served_in_selected_bars AS (
    SELECT s.beer, s.bar, s.price
    FROM serves s
    JOIN bars_frequented_by_b_drinkers bfbb ON s.bar = bfbb.bar
),
beer_price_stats AS (
    SELECT 
        beer,
        MAX(price) - MIN(price) AS price_gap,
        AVG(price) AS avg_price
    FROM beers_served_in_selected_bars
    GROUP BY beer
)
SELECT beer, price_gap, avg_price
FROM beer_price_stats
ORDER BY beer;
","{'student_result': [['Amstel', Decimal('0.75'), Decimal('1.4166666666666667')], ['Budweiser', Decimal('0.05'), Decimal('2.2250000000000000')], ['Corona', Decimal('0.00'), Decimal('7.0000000000000000')], ['Dixie', Decimal('0.25'), Decimal('2.8750000000000000')], ['Erdinger', Decimal('0.00'), Decimal('3.5000000000000000')], ['Full Sail', Decimal('0.00'), Decimal('7.7500000000000000')]], 'teacher_result': [['Amstel', Decimal('0.75'), Decimal('1.4166666666666667')], ['Budweiser', Decimal('0.05'), Decimal('2.2250000000000000')], ['Corona', Decimal('0.00'), Decimal('7.0000000000000000')], ['Dixie', Decimal('0.25'), Decimal('2.8750000000000000')]]}","Find, for each beer served at least 2 bars that frequented by drinkers whose name starts with 'B', the difference of maximum and minimum (price gap) and average price of the beers in all serving bars, order by bar name. I.e., your query should output beer, price_gap, and avg_price.","CREATE TABLE Bar (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Beer (
    name VARCHAR NOT NULL,
    brewer VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Drinker (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Frequents (
    drinker VARCHAR NOT NULL,
    bar VARCHAR NOT NULL,
    times_a_week SMALLINT NOT NULL,
    PRIMARY KEY (drinker, bar),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (bar) REFERENCES Bar(name)
);

CREATE TABLE Serves (
    bar VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    price DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (bar, beer),
    FOREIGN KEY (bar) REFERENCES Bar(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);

CREATE TABLE Likes (
    drinker VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    PRIMARY KEY (drinker, beer),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);"
126,5,N,"<Kara> should not be in answer table
(there may be other errors too)
your output >>>>>
--------------------
<Sean>
... ommitted ...
--------------------","SELECT name FROM drinker WHERE NOT EXISTS (SELECT f.bar FROM frequents f, serves s WHERE f.drinker = drinker.name AND f.bar = s.bar AND s.beer NOT IN (SELECT beer FROM likes WHERE drinker = drinker.name));","SELECT x.drinker
FROM frequents x
WHERE NOT EXISTS (
    SELECT *
    FROM frequents y
    JOIN serves z ON y.bar = z.bar
    JOIN likes u ON y.drinker = u.drinker AND z.beer = u.beer
    WHERE x.drinker = y.drinker
);
","{'student_result': [['Coy'], ['Coy']], 'teacher_result': []}",Find names of all drinkers who do not frequent any bar that serves any beer they do not like.,"CREATE TABLE Bar (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Beer (
    name VARCHAR NOT NULL,
    brewer VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Drinker (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Frequents (
    drinker VARCHAR NOT NULL,
    bar VARCHAR NOT NULL,
    times_a_week SMALLINT NOT NULL,
    PRIMARY KEY (drinker, bar),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (bar) REFERENCES Bar(name)
);

CREATE TABLE Serves (
    bar VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    price DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (bar, beer),
    FOREIGN KEY (bar) REFERENCES Bar(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);

CREATE TABLE Likes (
    drinker VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    PRIMARY KEY (drinker, beer),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);"
128,5,N,"<Cesar> should not be in answer table
(there may be other errors too)
your output >>>>>
--------------------
<Joshua>
... ommitted ...
--------------------","SELECT name FROM drinker WHERE NOT EXISTS (SELECT f.bar FROM frequents f, serves s WHERE f.drinker = drinker.name AND f.bar = s.bar AND s.beer NOT IN (SELECT beer FROM likes WHERE drinker = drinker.name));","select x.drinker
from frequents x
where exists (select * from frequents y, serves z, likes u
                  where x.drinker=y.drinker
                   and  y.bar = z.bar and z.beer = u.beer
                   and y.drinker = u.drinker)","{'student_result': [['Ben'], ['Ben'], ['Ben'], ['Amy'], ['Eve'], ['Dan'], ['Dan'], ['Dan'], ['Dan'], ['Dan']], 'teacher_result': []}",Find names of all drinkers who do not frequent any bar that serves any beer they do not like.,"CREATE TABLE Bar (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Beer (
    name VARCHAR NOT NULL,
    brewer VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Drinker (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Frequents (
    drinker VARCHAR NOT NULL,
    bar VARCHAR NOT NULL,
    times_a_week SMALLINT NOT NULL,
    PRIMARY KEY (drinker, bar),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (bar) REFERENCES Bar(name)
);

CREATE TABLE Serves (
    bar VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    price DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (bar, beer),
    FOREIGN KEY (bar) REFERENCES Bar(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);

CREATE TABLE Likes (
    drinker VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    PRIMARY KEY (drinker, beer),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);"
131,5,N,"<David> should not be in answer table
(there may be other errors too)
your output >>>>>
--------------------
<Dustin>
... ommitted ...
--------------------","SELECT name FROM drinker WHERE NOT EXISTS (SELECT f.bar FROM frequents f, serves s WHERE f.drinker = drinker.name AND f.bar = s.bar AND s.beer NOT IN (SELECT beer FROM likes WHERE drinker = drinker.name));","select x.drinker
from frequents x
where not exists(select * from serves y
                 where x.bar = y.bar
                   and not exists (select * from likes z
                                   where z.drinker=x.drinker
                                     and y.beer = z.beer))","{'student_result': [['Ben'], ['Dan'], ['Dan'], ['Dan'], ['Dan']], 'teacher_result': []}",Find names of all drinkers who do not frequent any bar that serves any beer they do not like.,"CREATE TABLE Bar (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Beer (
    name VARCHAR NOT NULL,
    brewer VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Drinker (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Frequents (
    drinker VARCHAR NOT NULL,
    bar VARCHAR NOT NULL,
    times_a_week SMALLINT NOT NULL,
    PRIMARY KEY (drinker, bar),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (bar) REFERENCES Bar(name)
);

CREATE TABLE Serves (
    bar VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    price DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (bar, beer),
    FOREIGN KEY (bar) REFERENCES Bar(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);

CREATE TABLE Likes (
    drinker VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    PRIMARY KEY (drinker, beer),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);"
132,5,N,"<Emily> should not be in answer table
(there may be other errors too)
your output >>>>>
--------------------
<Adam>
... ommitted ...
--------------------","SELECT name FROM drinker WHERE NOT EXISTS (SELECT f.bar FROM frequents f, serves s WHERE f.drinker = drinker.name AND f.bar = s.bar AND s.beer NOT IN (SELECT beer FROM likes WHERE drinker = drinker.name));","SELECT DISTINCT f.drinker
FROM frequents f
WHERE NOT EXISTS (
    SELECT *
    FROM frequents f2
    WHERE f.drinker = f2.drinker AND f2.bar NOT IN (
        SELECT s.bar
        FROM serves s
        WHERE NOT EXISTS (
            SELECT *
            FROM likes l
            WHERE l.drinker = f2.drinker AND l.beer = s.beer
        )
    )
);
","{'student_result': [['Amy'], ['Coy'], ['Eve']], 'teacher_result': []}",Find names of all drinkers who do not frequent any bar that serves any beer they do not like.,"CREATE TABLE Bar (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Beer (
    name VARCHAR NOT NULL,
    brewer VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Drinker (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Frequents (
    drinker VARCHAR NOT NULL,
    bar VARCHAR NOT NULL,
    times_a_week SMALLINT NOT NULL,
    PRIMARY KEY (drinker, bar),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (bar) REFERENCES Bar(name)
);

CREATE TABLE Serves (
    bar VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    price DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (bar, beer),
    FOREIGN KEY (bar) REFERENCES Bar(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);

CREATE TABLE Likes (
    drinker VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    PRIMARY KEY (drinker, beer),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);"
133,5,N,"<Andrea> should not be in answer table
(there may be other errors too)
your output >>>>>
--------------------
<Andrea>
--------------------","SELECT name FROM drinker WHERE NOT EXISTS (SELECT f.bar FROM frequents f, serves s WHERE f.drinker = drinker.name AND f.bar = s.bar AND s.beer NOT IN (SELECT beer FROM likes WHERE drinker = drinker.name));","SELECT DISTINCT f.drinker
FROM frequents f
WHERE NOT EXISTS (
    SELECT s.bar
    FROM serves s
    WHERE s.bar = f.bar
    AND NOT EXISTS (
        SELECT l.beer
        FROM likes l
        WHERE l.drinker = f.drinker
        AND l.beer = s.beer
    )
)
AND NOT EXISTS (
    SELECT s.bar
    FROM serves s
    WHERE s.bar = f.bar
    AND EXISTS (
        SELECT l.beer
        FROM likes l
        WHERE l.drinker = f.drinker
        AND l.beer != s.beer
    )
);
","{'student_result': [], 'teacher_result': []}",Find names of all drinkers who do not frequent any bar that serves any beer they do not like.,"CREATE TABLE Bar (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Beer (
    name VARCHAR NOT NULL,
    brewer VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Drinker (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Frequents (
    drinker VARCHAR NOT NULL,
    bar VARCHAR NOT NULL,
    times_a_week SMALLINT NOT NULL,
    PRIMARY KEY (drinker, bar),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (bar) REFERENCES Bar(name)
);

CREATE TABLE Serves (
    bar VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    price DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (bar, beer),
    FOREIGN KEY (bar) REFERENCES Bar(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);

CREATE TABLE Likes (
    drinker VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    PRIMARY KEY (drinker, beer),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);"
138,5,N,"<Ben> should not be in answer table
(there may be other errors too)
your output >>>>>
--------------------
<Ben>
--------------------","SELECT name FROM drinker WHERE NOT EXISTS (SELECT f.bar FROM frequents f, serves s WHERE f.drinker = drinker.name AND f.bar = s.bar AND s.beer NOT IN (SELECT beer FROM likes WHERE drinker = drinker.name));","SELECT DISTINCT f.drinker
FROM frequents f
WHERE NOT EXISTS (
    SELECT s.bar
    FROM serves s
    WHERE s.bar = f.bar
    AND NOT EXISTS (
        SELECT l.beer
        FROM likes l
        WHERE l.drinker = f.drinker
        AND l.beer = s.beer
    )
)
AND NOT EXISTS (
    SELECT s.bar
    FROM serves s
    WHERE s.bar NOT IN (
        SELECT f2.bar
        FROM frequents f2
        WHERE f2.drinker = f.drinker
    )
);
","{'student_result': [['Dan']], 'teacher_result': []}",Find names of all drinkers who do not frequent any bar that serves any beer they do not like.,"CREATE TABLE Bar (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Beer (
    name VARCHAR NOT NULL,
    brewer VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Drinker (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Frequents (
    drinker VARCHAR NOT NULL,
    bar VARCHAR NOT NULL,
    times_a_week SMALLINT NOT NULL,
    PRIMARY KEY (drinker, bar),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (bar) REFERENCES Bar(name)
);

CREATE TABLE Serves (
    bar VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    price DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (bar, beer),
    FOREIGN KEY (bar) REFERENCES Bar(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);

CREATE TABLE Likes (
    drinker VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    PRIMARY KEY (drinker, beer),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);"
145,5,N,"<Edwin> should not be in answer table
(there may be other errors too)
your output >>>>>
--------------------
<Alyssa>
... ommitted ...
--------------------","SELECT name FROM drinker WHERE NOT EXISTS (SELECT f.bar FROM frequents f, serves s WHERE f.drinker = drinker.name AND f.bar = s.bar AND s.beer NOT IN (SELECT beer FROM likes WHERE drinker = drinker.name));","SELECT DISTINCT f.drinker
FROM frequents f
WHERE NOT EXISTS (
    SELECT s.bar
    FROM serves s
    LEFT JOIN likes l ON s.beer = l.beer AND f.drinker = l.drinker
    WHERE s.bar = f.bar
    AND (l.drinker IS NULL OR l.drinker <> f.drinker)
)
AND NOT EXISTS (
    SELECT s.bar
    FROM serves s
    WHERE s.bar = f.bar
    AND s.beer NOT IN (
        SELECT l.beer
        FROM likes l
        WHERE l.drinker = f.drinker
    )
);
","{'student_result': [['Ben'], ['Dan']], 'teacher_result': []}",Find names of all drinkers who do not frequent any bar that serves any beer they do not like.,"CREATE TABLE Bar (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Beer (
    name VARCHAR NOT NULL,
    brewer VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Drinker (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Frequents (
    drinker VARCHAR NOT NULL,
    bar VARCHAR NOT NULL,
    times_a_week SMALLINT NOT NULL,
    PRIMARY KEY (drinker, bar),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (bar) REFERENCES Bar(name)
);

CREATE TABLE Serves (
    bar VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    price DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (bar, beer),
    FOREIGN KEY (bar) REFERENCES Bar(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);

CREATE TABLE Likes (
    drinker VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    PRIMARY KEY (drinker, beer),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);"
156,4,N,"<Albert|Maria> should not be in answer table
(there may be other errors too)
your output >>>>>
--------------------
<Joshua|Julia>
... ommitted ...
--------------------","SELECT f1.drinker, f2.drinker FROM (SELECT drinker, sum(times_a_week) as st FROM frequents GROUP BY drinker) f1, (SELECT drinker, sum(times_a_week) as st FROM frequents GROUP BY drinker) f2 WHERE f1.drinker < f2.drinker AND f1.st = f2.st","SELECT t1.drinker, t2.drinker
FROM frequents t1
JOIN frequents t2 ON t1.times_a_week = t2.times_a_week
WHERE t1.drinker < t2.drinker;","{'student_result': [['Amy', 'Eve'], ['Amy', 'Dan'], ['Amy', 'Dan'], ['Amy', 'Dan'], ['Amy', 'Ben'], ['Ben', 'Dan'], ['Ben', 'Dan'], ['Ben', 'Coy'], ['Ben', 'Coy'], ['Ben', 'Eve'], ['Ben', 'Dan'], ['Ben', 'Dan'], ['Ben', 'Dan'], ['Ben', 'Dan'], ['Ben', 'Dan'], ['Ben', 'Coy'], ['Ben', 'Coy'], ['Coy', 'Dan'], ['Coy', 'Dan'], ['Coy', 'Dan'], ['Coy', 'Dan'], ['Dan', 'Eve'], ['Dan', 'Eve'], ['Dan', 'Eve']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","Find the pair of drinkers who frequent bars the same total number of times per week. Don't list (drinkerA, drinkerA). Only list pairs (drinkerA, drinkerB) where drinkerA < drinkerB  in the answer; don't list (drinkerB, drinkerA) again.","CREATE TABLE Bar (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Beer (
    name VARCHAR NOT NULL,
    brewer VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Drinker (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Frequents (
    drinker VARCHAR NOT NULL,
    bar VARCHAR NOT NULL,
    times_a_week SMALLINT NOT NULL,
    PRIMARY KEY (drinker, bar),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (bar) REFERENCES Bar(name)
);

CREATE TABLE Serves (
    bar VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    price DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (bar, beer),
    FOREIGN KEY (bar) REFERENCES Bar(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);

CREATE TABLE Likes (
    drinker VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    PRIMARY KEY (drinker, beer),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);"
178,4,N,"<Tony|Jesus> should not be in answer table
(there may be other errors too)
your output >>>>>
--------------------
<Denise|Denise>
... ommitted ...
--------------------","SELECT f1.drinker, f2.drinker FROM (SELECT drinker, sum(times_a_week) as st FROM frequents GROUP BY drinker) f1, (SELECT drinker, sum(times_a_week) as st FROM frequents GROUP BY drinker) f2 WHERE f1.drinker < f2.drinker AND f1.st = f2.st","SELECT drinkerA.name, drinkerB.name
FROM drinker AS drinkerA, drinker AS drinkerB
WHERE 
    (SELECT SUM(frequents.times_a_week) FROM frequents WHERE frequents.drinker = drinkerA.name)
    =
    (SELECT SUM(frequents.times_a_week) FROM frequents WHERE frequents.drinker = drinkerB.name);","{'student_result': [['Amy', 'Eve'], ['Amy', 'Coy'], ['Amy', 'Amy'], ['Ben', 'Ben'], ['Coy', 'Eve'], ['Coy', 'Coy'], ['Coy', 'Amy'], ['Dan', 'Dan'], ['Eve', 'Eve'], ['Eve', 'Coy'], ['Eve', 'Amy']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","Find the pair of drinkers who frequent bars the same total number of times per week. Don't list (drinkerA, drinkerA). Only list pairs (drinkerA, drinkerB) where drinkerA < drinkerB  in the answer; don't list (drinkerB, drinkerA) again.","CREATE TABLE Bar (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Beer (
    name VARCHAR NOT NULL,
    brewer VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Drinker (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Frequents (
    drinker VARCHAR NOT NULL,
    bar VARCHAR NOT NULL,
    times_a_week SMALLINT NOT NULL,
    PRIMARY KEY (drinker, bar),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (bar) REFERENCES Bar(name)
);

CREATE TABLE Serves (
    bar VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    price DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (bar, beer),
    FOREIGN KEY (bar) REFERENCES Bar(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);

CREATE TABLE Likes (
    drinker VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    PRIMARY KEY (drinker, beer),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);"
197,8,N,"1-th tuple in answer should be <471 Extra ESB|0.25|2.375> instead of <American Pale Ale|1.25|2.8333333333333335>
(there may be other errors too)
your output >>>>>
--------------------
<American Pale Ale|1.25|2.8333333333333335>
... ommitted ...
--------------------","SELECT beer, MAX(price) - MIN(price) AS price_gap, AVG(price) AS avg_price FROM serves WHERE beer IN (SELECT s.beer FROM serves s, frequents f WHERE s.bar = f.bar AND f.drinker LIKE 'B%' GROUP BY s.beer HAVING COUNT(DISTINCT s.bar) >= 2) GROUP BY beer ORDER BY beer;","WITH bars_name_b AS (
    SELECT DISTINCT f.bar
    FROM frequents f
    JOIN drinker d ON f.drinker = d.name
    WHERE d.name LIKE 'C%'
),

beer_in_two_bars AS (
    SELECT s.beer
    FROM serves s
    JOIN bars_name_b b ON s.bar = b.bar
    GROUP BY s.beer
    HAVING COUNT(DISTINCT s.bar) >= 2
),

price_stats AS (
    SELECT 
        s.beer, 
        MAX(s.price) - MIN(s.price) AS gap, 
        AVG(s.price) AS avg_price
    FROM serves s
    WHERE s.beer IN (SELECT beer FROM beer_in_two_bars)
    GROUP BY s.beer
)

SELECT 
    beer, 
    gap, 
   avg_price
FROM price_stats
ORDER BY beer;
","{'student_result': [['Amstel', Decimal('0.75'), Decimal('1.4000000000000000')], ['Budweiser', Decimal('0.30'), Decimal('2.3000000000000000')], ['Corona', Decimal('0.00'), Decimal('7.0000000000000000')]], 'teacher_result': [['Amstel', Decimal('0.75'), Decimal('1.4166666666666667')], ['Budweiser', Decimal('0.05'), Decimal('2.2250000000000000')], ['Corona', Decimal('0.00'), Decimal('7.0000000000000000')], ['Dixie', Decimal('0.25'), Decimal('2.8750000000000000')]]}","Find, for each beer served at least 2 bars that frequented by drinkers whose name starts with 'B', the difference of maximum and minimum (price gap) and average price of the beers in all serving bars, order by bar name. I.e., your query should output beer, price_gap, and avg_price.","CREATE TABLE Bar (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Beer (
    name VARCHAR NOT NULL,
    brewer VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Drinker (
    name VARCHAR NOT NULL,
    address VARCHAR NOT NULL,
    PRIMARY KEY (name)
);

CREATE TABLE Frequents (
    drinker VARCHAR NOT NULL,
    bar VARCHAR NOT NULL,
    times_a_week SMALLINT NOT NULL,
    PRIMARY KEY (drinker, bar),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (bar) REFERENCES Bar(name)
);

CREATE TABLE Serves (
    bar VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    price DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (bar, beer),
    FOREIGN KEY (bar) REFERENCES Bar(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);

CREATE TABLE Likes (
    drinker VARCHAR NOT NULL,
    beer VARCHAR NOT NULL,
    PRIMARY KEY (drinker, beer),
    FOREIGN KEY (drinker) REFERENCES Drinker(name),
    FOREIGN KEY (beer) REFERENCES Beer(name)
);"
