id,question_id,outputs,schema,q1,q2,ground_truth,q1_map_correct,q2_map_correct
85,2,"{'student_result': [['Coy'], ['Coy'], ['Ben'], ['Ben']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT c1 FROM t4 NATURAL JOIN t5 WHERE c2 = 'Corona' AND c1 NOT IN (SELECT c1 FROM t6 WHERE c2 = 'Corona');,SELECT alias1.c1 FROM t4 alias1 JOIN t5 alias2 ON alias1.c2 = alias2.c1 WHERE alias2.c2 = 'Corona' AND alias1.c1 NOT IN (SELECT alias3.c1 FROM t6 alias3 WHERE alias3.c2 = 'Corona');,N,Y,Y
93,2,"{'student_result': [['Dan'], ['Dan'], ['Dan'], ['Dan'], ['Coy'], ['Dan'], ['Dan'], ['Dan'], ['Dan'], ['Coy'], ['Eve'], ['Dan'], ['Dan'], ['Dan'], ['Dan'], ['Ben'], ['Ben'], ['Amy'], ['Dan'], ['Dan'], ['Dan'], ['Dan'], ['Ben'], ['Ben']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT c1 FROM t4 NATURAL JOIN t5 WHERE c2 = 'Corona' AND c1 NOT IN (SELECT c1 FROM t6 WHERE c2 = 'Corona');,"SELECT t4.c1 FROM t4, t5, t6 WHERE t4.c2 = t5.c1 AND t4.c1 = t6.c1 AND t5.c2 = 'Corona' AND t6.c2 <> 'Corona';",N,Y,Y
401,2,"{'student_result': [['Down Under Pub'], ['The Edge'], ['James Joyce Pub'], ['Satisfaction']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT alias1.c1 FROM t4 alias1 NATURAL JOIN t5 alias2 WHERE alias2.c2 = 'Corona' AND alias1.c1 NOT IN (SELECT alias3.c1 FROM t6 alias3 WHERE alias3.c2 = 'Corona');,SELECT alias1.c1 FROM t5 alias1 WHERE (alias1.c2 = 'Amstel' OR alias1.c2 = 'Corona') AND alias1.c3 > 2;,N,Y,Y
536,2,"{'student_result': [['Amy'], ['Dan'], ['Eve']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT c1 AS alias1 FROM t4 NATURAL JOIN t5 WHERE c2 = 'Corona' AND c1 NOT IN (SELECT c1 AS alias2 FROM t6 WHERE c2 = 'Corona');,SELECT DISTINCT c1 AS alias1 FROM t4 NATURAL JOIN t5 WHERE c2 = 'Corona' AND c1 IN (SELECT c1 AS alias2 FROM t6 WHERE c2 = 'Corona');,N,Y,Y
627,2,"{'student_result': [['Amy'], ['Ben'], ['Ben'], ['Coy'], ['Dan'], ['Dan'], ['Dan'], ['Dan'], ['Eve']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT c1 AS alias1 FROM t4 NATURAL JOIN t5 WHERE c2 = 'Corona' AND c1 NOT IN (SELECT c1 FROM t6 WHERE c2 = 'Corona');,SELECT c1 AS alias1 FROM t6 WHERE (c2 <> 'Corona');,N,Y,Y
638,2,"{'student_result': [['Dan'], ['Coy'], ['Ben'], ['Eve'], ['Amy']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT c1 AS alias1 FROM t4 NATURAL JOIN t5 WHERE c2 = 'Corona' AND c1 NOT IN (SELECT c1 AS alias2 FROM t6 WHERE c2 = 'Corona');,"WITH alias1 AS ( SELECT c1 AS alias2 FROM t6 WHERE c2 != 'Corona' ), alias2 AS ( SELECT * FROM t4 NATURAL JOIN t5 ), alias3 AS ( SELECT c1 AS alias4 FROM alias2 WHERE c2 = 'Corona' ) SELECT * FROM alias1 UNION SELECT * FROM alias3;",N,Y,Y
633,2,"{'student_result': [['Dan'], ['Coy'], ['Ben'], ['Amy'], ['Eve']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT c1 FROM t4 NATURAL JOIN t5 WHERE c2 = 'Corona' AND c1 NOT IN (SELECT c1 FROM t6 WHERE c2 = 'Corona');,"-- Define CTE for alias1
WITH alias1 AS (
    SELECT c1 
    FROM t6
    WHERE c2 <> 'Corona'
),

-- Define CTE for alias2
alias2 AS (
    SELECT * 
    FROM t4
    NATURAL JOIN t5
),

-- Define CTE for alias3 using alias2
alias3 AS (
    SELECT c1
    FROM alias2 
    WHERE c2 = 'Corona'
)

-- Final query to find intersection of alias1 and alias3
SELECT * FROM alias1 INTERSECT SELECT * FROM alias3;",N,Y,Y
642,2,"{'student_result': [['Dan'], ['Coy'], ['Dan'], ['Coy'], ['Eve'], ['Dan'], ['Ben'], ['Amy'], ['Dan'], ['Ben']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT c1 AS alias1 FROM t4 NATURAL JOIN t5 WHERE c2 = 'Corona' AND c1 NOT IN (SELECT c1 FROM t6 WHERE c2 = 'Corona');,"WITH v1 AS ( SELECT c1 AS alias1 FROM t6 WHERE c2 != 'Corona' ), v2 AS ( SELECT * FROM t4 NATURAL JOIN t5 ), v3 AS ( SELECT c1 AS alias1 FROM v2 WHERE c2 = 'Corona' ) SELECT * FROM v3;",N,Y,Y
662,2,"{'student_result': [['Amy'], ['Ben'], ['Coy'], ['Dan'], ['Eve']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT c1 AS alias1 FROM t4 NATURAL JOIN t5 WHERE c2 = 'Corona' AND c1 NOT IN (SELECT c1 FROM t6 WHERE c2 = 'Corona');,SELECT DISTINCT alias1.c1 AS alias2 FROM (SELECT DISTINCT c1 FROM t6 WHERE c2 <> 'Corona') AS alias1 JOIN t4 AS alias3 ON alias1.c1 = alias3.c1 JOIN t5 AS alias4 ON alias3.c2 = alias4.c1 WHERE alias4.c2 = 'Corona';,N,Y,Y
739,2,"{'student_result': [['Down Under Pub'], ['James Joyce Pub'], ['Satisfaction'], ['The Edge']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT c1 AS alias1 FROM t4 NATURAL JOIN t5 WHERE c2 = 'Corona' AND c1 NOT IN (SELECT c1 FROM t6 WHERE c2 = 'Corona');,SELECT DISTINCT c1 AS alias1 FROM t5 NATURAL JOIN t4 NATURAL JOIN (SELECT c1 AS alias2 FROM t1 WHERE c1 NOT IN (SELECT t6.c1 FROM t6 WHERE c2 = 'Corona')) AS alias3 WHERE c2 = 'Corona';,N,Y,Y
894,2,"{'student_result': [['Ben'], ['Ben'], ['Ben'], ['Coy'], ['Coy']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT alias1.c1 FROM t4 alias1 NATURAL JOIN t5 alias2 WHERE alias2.c2 = 'Corona' AND alias1.c1 NOT IN (SELECT alias3.c1 FROM t6 alias3 WHERE alias3.c2 = 'Corona');,SELECT alias1.c1 FROM t4 alias1 WHERE alias1.c1 NOT IN (SELECT alias2.c1 FROM t6 alias2 WHERE alias2.c2 = 'Corona');,N,Y,Y
903,2,"{'student_result': [['Amy'], ['Ben'], ['Dan'], ['Eve']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT alias1.c1 FROM t4 alias1 NATURAL JOIN t5 alias2 WHERE alias2.c2 = 'Corona' AND alias1.c1 NOT IN (SELECT alias3.c1 FROM t6 alias3 WHERE alias3.c2 = 'Corona');,SELECT DISTINCT alias1.c1 FROM t4 alias1 WHERE alias1.c2 IN (SELECT alias2.c1 FROM t5 alias2 WHERE alias2.c2 = 'Erdinger');,N,Y,Y
961,2,"{'student_result': [['Satisfaction']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT c1 FROM t4 NATURAL JOIN t5 WHERE c2 = 'Corona' AND c1 NOT IN (SELECT c1 FROM t6 WHERE c2 = 'Corona');,SELECT c1 FROM t5 GROUP BY c1 HAVING COUNT(c2) >= 5;,N,Y,Y
1576,2,"{'student_result': [['Coy'], ['Ben']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT c1 FROM t4 NATURAL JOIN t5 WHERE c2 = 'Corona' AND c1 NOT IN (SELECT c1 FROM t6 WHERE c2 = 'Corona');,SELECT DISTINCT c1 FROM t6 alias1 WHERE NOT EXISTS(SELECT * FROM t6 WHERE alias1.c1 = t6.c1 AND t6.c2 = 'Corona'),N,Y,Y
1861,2,"{'student_result': [['Ben'], ['Coy']], 'teacher_result': [['Ben'], ['Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);",SELECT DISTINCT c1 FROM t4 NATURAL JOIN t5 WHERE c2 = 'Corona' AND c1 NOT IN (SELECT c1 FROM t6 WHERE c2 = 'Corona');,SELECT DISTINCT alias1.c1 FROM t6 AS alias1 WHERE alias1.c1 NOT IN (SELECT DISTINCT alias1.c1 FROM t6 AS alias1 NATURAL JOIN t4 JOIN t5 ON t4.c2 = t5.c1 WHERE alias1.c2 = 'Corona' AND t5.c2 = 'Corona');,N,Y,Y
